"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","State and Province","Duration","Growth Habit","Native Status","Bloom Period"
"THLAS","","THLAS","Thlaspi","","Thlaspi","","","","","","","","","","","","","","","","","","USA (AK, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","","","",""
"THAR5","","THAR5","Thlaspi arvense","","Thlaspi","","arvense","","","","","","","","","","","L.","","","","","USA (AK, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Annual","Forb/herb","L48 (I), AK (I), CAN (I), GL (I), SPM (I)",""
"THYMO","","THYMO","Thymophylla","","Thymophylla","","","","","","","","","","","","","","","","","","USA (AL, AZ, CA, CO, FL, KS, LA, MA, MS, NM, NV, SC, TX, UT)","","","",""
"THAU4","","THAU4","Thymophylla aurea","","Thymophylla","","aurea","","","","","","","","","","","(A. Gray) Greene ex Britton","","","","","USA (AL, CO, KS, NM, TX)","Annual","Forb/herb","L48 (N)",""
"THAUA","","THAUA","Thymophylla aurea var. aurea","","Thymophylla","","aurea","","","","var.","","aurea","","","","","(A. Gray) Greene ex Britton","(A. Gray) Greene ex Britton","","","","USA (AL, CO, KS, NM, TX)","Annual","Forb/herb","L48 (N)",""
"THYSA","","THYSA","Thysanocarpus","","Thysanocarpus","","","","","","","","","","","","","","","","","","USA (AZ, CA, CO, ID, NM, NV, OR, UT, WA), CAN (BC)","","","",""
"THCU","","THCU","Thysanocarpus curvipes","","Thysanocarpus","","curvipes","","","","","","","","","","","Hook.","","","","","USA (AZ, CA, CO, ID, NM, NV, OR, UT, WA), CAN (BC)","Annual","Forb/herb","L48 (N), CAN (N)",""
"TIDES","","TIDES","Tidestromia","","Tidestromia","","","","","","","","","","","","","","","","","","USA (AZ, CA, CO, IL, KS, LA, MO, NM, NV, OK, PA, SD, TX, UT)","","","",""
"TILA2","","TILA2","Tidestromia lanuginosa","","Tidestromia","","lanuginosa","","","","","","","","","","","(Nutt.) Standl.","","","","","USA (AZ, CA, CO, IL, KS, LA, MO, NM, NV, OK, PA, SD, TX, UT)","Annual","Forb/herb","L48 (N)",""
"TIQUI","","TIQUI","Tiquilia","","Tiquilia","","","","","","","","","","","","","","","","","","USA (AZ, CA, CO, ID, MO, NM, NV, OR, TX, UT, WA, WY)","","","",""
"TINU2","","TINU2","Tiquilia nuttallii","","Tiquilia","","nuttallii","","","","","","","","","","","(Hook.) A.T. Richardson","","","","","USA (AZ, CA, CO, ID, MO, NV, OR, UT, WA, WY)","Annual","Forb/herb","L48 (N)",""
"TONES","","TONES","Tonestus","","Tonestus","","","","","","","","","","","","","","","","","","USA (CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)","","","",""
"TOLY","","TOLY","Tonestus lyallii","","Tonestus","","lyallii","","","","","","","","","","","(A. Gray) A. Nelson","","","","","USA (CA, CO, ID, MT, NV, OR, WA, WY), CAN (AB, BC)","Perennial","Forb/herb","L48 (N), CAN (N)",""
"TOMI","","TOMI","Tonestus microcephalus","","Tonestus","","microcephalus","","","","","","","","","","","(Cronquist) G.L. Nesom & D. Morgan","","","","","USA (CO, NM)","Perennial","Subshrub, Forb/herb","L48 (N)",""
"TOPY","","TOPY","Tonestus pygmaeus","","Tonestus","","pygmaeus","","","","","","","","","","","(Torr. & A. Gray) A. Nelson","","","","","USA (CO, MT, NM, WY)","Perennial","Forb/herb","L48 (N)",""
"TORRE2","","TORRE2","Torreyochloa","","Torreyochloa","","","","","","","","","","","","","","","","","","USA (AK, AZ, CA, CO, CT, DE, GA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK, YT)","","","",""
"TOPA6","","TOPA6","Torreyochloa pallida","","Torreyochloa","","pallida","","","","","","","","","","","(Torr.) Church","","","","","USA (AK, AZ, CA, CO, CT, DE, GA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK, YT)","Perennial","Graminoid","L48 (N), AK (N), CAN (N)",""
"TOPAP3","","TOPAP3","Torreyochloa pallida var. pauciflora","","Torreyochloa","","pallida","","","","var.","","pauciflora","","","","","(Torr.) Church","(J. Presl) J.I. Davis","","","","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, YT)","Perennial","Graminoid","L48 (N), AK (N), CAN (N)",""
"TOWNS","","TOWNS","Townsendia","","Townsendia","","","","","","","","","","","","","","","","","","USA (AK, AZ, CA, CO, ID, KS, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), CAN (AB, BC, MB, SK, YT)","","","",""
"TOAL","","TOAL","Townsendia alpigena","","Townsendia","","alpigena","","","","","","","","","","","Piper","","","","","USA (CO, ID, MT, OR, UT, WY)","Perennial","Forb/herb","L48 (N)",""
"TOALA","","TOALA","Townsendia alpigena var. alpigena","","Townsendia","","alpigena","","","","var.","","alpigena","","","","","Piper","Piper","","","","USA (CO, ID, MT, OR, UT, WY)","Perennial","Forb/herb","L48 (N)",""
"TOAN","","TOAN","Townsendia annua","","Townsendia","","annua","","","","","","","","","","","Beaman","","","","","USA (AZ, CO, NM, TX, UT)","Annual","Forb/herb","L48 (N)",""
"TOCO2","","TOCO2","Townsendia condensata","","Townsendia","","condensata","","","","","","","","","","","Parry ex A. Gray","","","","","USA (CA, CO, ID, MT, UT, WY), CAN (AB)","Biennial, Perennial","Forb/herb","L48 (N), CAN (N)",""
"TOCOC","","TOCOC","Townsendia condensata var. condensata","","Townsendia","","condensata","","","","var.","","condensata","","","","","Parry ex A. Gray","Parry ex A. Gray","","","","USA (CA, CO, ID, MT, UT, WY), CAN (AB)","Biennial, Perennial","Forb/herb","L48 (N), CAN (N)",""
"TOEX","","TOEX","Townsendia eximia","","Townsendia","","eximia","","","","","","","","","","","A. Gray","","","","","USA (CO, NM)","Perennial","Forb/herb","L48 (N)",""
"TOEX2","","TOEX2","Townsendia exscapa","","Townsendia","","exscapa","","","","","","","","","","","(Richardson) Porter","","","","","USA (AZ, CO, ID, KS, MT, ND, NE, NM, NV, OK, SD, TX, UT, WY), CAN (AB, BC, MB, SK)","Perennial","Forb/herb","L48 (N), CAN (N)",""
"TOFE","","TOFE","Townsendia fendleri","","Townsendia","","fendleri","","","","","","","","","","","A. Gray","","","","","USA (CO, NM)","Annual","Forb/herb","L48 (N)",""
"TOGL4","","TOGL4","Townsendia glabella","","Townsendia","","glabella","","","","","","","","","","","A. Gray","","","","","USA (CO)","Perennial","Forb/herb","L48 (N)",""
"TOGR","","TOGR","Townsendia grandiflora","","Townsendia","","grandiflora","","","","","","","","","","","Nutt.","","","","","USA (CO, NE, NM, SD, WY)","Biennial","Forb/herb","L48 (N)",""
"TOHO","","TOHO","Townsendia hookeri","","Townsendia","","hookeri","","","","","","","","","","","Beaman","","","","","USA (AK, CO, ID, MT, ND, NE, SD, UT, WY), CAN (AB, BC, SK, YT)","Perennial","Forb/herb","L48 (N), AK (N), CAN (N)",""
"TOIN","","TOIN","Townsendia incana","","Townsendia","","incana","","","","","","","","","","","Nutt.","","","","","USA (AZ, CO, MT, NM, NV, UT, WY)","Annual, Biennial, Perennial","Forb/herb","L48 (N)",""
"TOLE","","TOLE","Townsendia leptotes","","Townsendia","","leptotes","","","","","","","","","","","(A. Gray) Osterh.","","","","","USA (AZ, CA, CO, ID, MT, NM, NV, UT, WY)","Perennial","Forb/herb","L48 (N)",""
"TORO","","TORO","Townsendia rothrockii","","Townsendia","","rothrockii","","","","","","","","","","","A. Gray ex Rothr.","","","","","USA (CO, NM)","Perennial","Forb/herb","L48 (N)",""
"TOST","","TOST","Townsendia strigosa","","Townsendia","","strigosa","","","","","","","","","","","Nutt.","","","","","USA (CO, UT, WY)","Annual, Biennial","Forb/herb","L48 (N)",""
"TOXIC","","TOXIC","Toxicodendron","","Toxicodendron","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NS, ON, PE, QC, SK, YT)","","","",""
"TORY","","TORY","Toxicodendron rydbergii","","Toxicodendron","","rydbergii","","","","","","","","","","","(Small ex Rydb.) Greene","","","","","USA (AZ, CO, CT, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NM, NV, NY, OH, OK, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NS, ON, PE, QC, SK, YT)","Perennial","Shrub, Forb/herb, Subshrub, Vine","L48 (N), CAN (N)",""
"TRADE","","TRADE","Tradescantia","","Tradescantia","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WI, WV, WY), USA+ (PR, VI), CAN (AB, MB, ON, SK)","","","",""
"TROC","","TROC","Tradescantia occidentalis","","Tradescantia","","occidentalis","","","","","","","","","","","(Britton) Smyth","","","","","USA (AR, AZ, CO, IA, KS, LA, MN, MT, ND, NE, NJ, NM, NY, OK, SD, TX, UT, WI, WY), CAN (AB, MB, SK)","Perennial","Forb/herb","L48 (N), CAN (N)",""
"TROCO","","TROCO","Tradescantia occidentalis var. occidentalis","","Tradescantia","","occidentalis","","","","var.","","occidentalis","","","","","(Britton) Smyth","(Britton) Smyth","","","","USA (AR, AZ, CO, IA, KS, LA, MN, MT, ND, NE, NJ, NM, NY, OK, SD, TX, UT, WI, WY), CAN (AB, MB, SK)","Perennial","Forb/herb","L48 (N), CAN (N)",""
"TROCS","","TROCS","Tradescantia occidentalis var. scopulorum","","Tradescantia","","occidentalis","","","","var.","","scopulorum","","","","","(Britton) Smyth","(Rose) E.S. Anderson & Woodson","","","","USA (AZ, CO, NM, UT)","Perennial","Forb/herb","L48 (N)",""
"TRAGI","","TRAGI","Tragia","","Tragia","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, FL, GA, IL, IN, KS, KY, LA, MO, MS, NC, NE, NM, NV, OK, SC, TN, TX, UT, VA), USA+ (PR, VI)","","","",""
"TRRA5","","TRRA5","Tragia ramosa","","Tragia","","ramosa","","","","","","","","","","","Torr.","","","","","USA (AR, AZ, CA, CO, KS, MO, NE, NM, NV, OK, TX, UT)","Perennial","Forb/herb, Shrub, Subshrub, Vine","L48 (N)",""
"TRAGO","","TRAGO","Tragopogon","","Tragopogon","","","","","","","","","","","","","","","","","","USA (AK, AR, AZ, CA, CO, CT, DC, DE, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)","","","",""
"TRDU","","TRDU","Tragopogon dubius","","Tragopogon","","dubius","","","","","","","","","","","Scop.","","","","","USA (AK, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, QC, SK, YT)","Annual, Biennial","Forb/herb","L48 (I), AK (I), CAN (I)","Mid Spring"
"TRPO","","TRPO","Tragopogon porrifolius","","Tragopogon","","porrifolius","","","","","","","","","","","L.","","","","","USA (AR, AZ, CA, CO, CT, DC, DE, GA, HI, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MO, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NS, ON, QC)","Biennial","Forb/herb","L48 (I), HI (I), CAN (I)","Mid Spring"
"TRAUT","","TRAUT","Trautvetteria","","Trautvetteria","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, FL, GA, ID, IL, IN, KY, MD, MO, MS, MT, NC, NM, OR, PA, SC, TN, UT, VA, WA, WV, WY), CAN (BC)","","","",""
"TRCA","","TRCA","Trautvetteria caroliniensis","","Trautvetteria","","caroliniensis","","","","","","","","","","","(Walter) Vail","","","","","USA (AL, AR, AZ, CA, CO, FL, GA, ID, IL, IN, KY, MD, MO, MS, MT, NC, NM, OR, PA, SC, TN, UT, VA, WA, WV, WY), CAN (BC)","Perennial","Forb/herb","L48 (N), CAN (N)",""
"TRCAO","","TRCAO","Trautvetteria caroliniensis var. occidentalis","","Trautvetteria","","caroliniensis","","","","var.","","occidentalis","","","","","(Walter) Vail","(A. Gray) C.L. Hitchc.","","","","USA (AZ, CA, CO, ID, MT, NM, OR, UT, WA, WY)","Perennial","Forb/herb","L48 (N)",""
"TRIAN","","TRIAN","Trianthema","","Trianthema","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, FL, HI, LA, MD, MO, MS, NJ, NM, NV, OK, SC, TN, TX, UT, VA), USA+ (PR, VI)","","","",""
"TRPO2","","TRPO2","Trianthema portulacastrum","","Trianthema","","portulacastrum","","","","","","","","","","","L.","","","","","USA (AL, AR, AZ, CA, CO, FL, HI, LA, MD, MO, MS, NJ, NM, NV, OK, SC, TN, TX, UT, VA), USA+ (PR, VI)","Annual, Perennial","Forb/herb","L48 (N), HI (I), PR (N), VI (N)",""
"TRIBU","","TRIBU","Tribulus","","Tribulus","","","","","","","","","","","","","","","","","","USA (, AR, AZ, CA, CO, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UM, UT, VA, WA, WI, WY), USA+ (PR, VI), CAN (BC, ON)","","","",""
"TRTE","","TRTE","Tribulus terrestris","","Tribulus","","terrestris","","","","","","","","","","","L.","","","","","USA (AR, AZ, CA, CO, FL, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UM, UT, VA, WA, WI, WY), CAN (BC, ON)","Annual","Forb/herb","L48 (I), HI (I), CAN (W)",""
"TRICH22","","TRICH22","Trichophorum","","Trichophorum","","","","","","","","","","","","","","","","","","USA (AK, CA, CO, CT, DC, DE, GA, ID, IL, KY, MA, MD, ME, MI, MN, MO, MT, NC, NH, NJ, NY, OH, OR, PA, RI, SC, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","","","",""
"TRCE3","","TRCE3","Trichophorum cespitosum","","Trichophorum","","cespitosum","","","","","","","","","","","(L.) Hartm.","","","","","USA (AK, CO, GA, ID, IL, ME, MI, MN, MT, NC, NH, NY, OR, SC, TN, UT, VT, WA, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)",""
"TRPU18","","TRPU18","Trichophorum pumilum","","Trichophorum","","pumilum","","","","","","","","","","","(Vahl) Schinz & Thell.","","","","","USA (AK, CA, CO, ID, MT, WY), CAN (AB, BC, NT, QC, SK, YT)","Perennial","Graminoid","L48 (N), AK (N), CAN (N)",""
"TRICH15","","TRICH15","Trichostomum","","Trichostomum","","","","","","","","","","","","","","","","","","USA (, AK, AL, AR, AZ, CA, CO, FL, HI, IA, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, NH, NM, NV, NY, OH, PA, TN, TX, VA, VT, WA, WI, WV), USA+ (PR), CAN (BC, LB, MB, NB, NS, NT, NU, ON, QC, YT), DEN (GL)","","","",""
"TRIDE","","TRIDE","Tridens","","Tridens","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, PA, RI, SC, TN, TX, UT, VA, VT, WI, WV), CAN (ON)","","","",""
"TRMU","","TRMU","Tridens muticus","","Tridens","","muticus","","","","","","","","","","","(Torr.) Nash","","","","","USA (AR, AZ, CA, CO, KS, LA, MO, NM, NV, OK, TX, UT)","Perennial","Graminoid","L48 (N)",""
"TRMUE","","TRMUE","Tridens muticus var. elongatus","","Tridens","","muticus","","","","var.","","elongatus","","","","","(Torr.) Nash","(Buckley) Shinners","","","","USA (AR, AZ, CO, KS, LA, MO, NM, OK, TX)","Perennial","Graminoid","L48 (N)",""
"TRIFO","","TRIFO","Trifolium","","Trifolium","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","","","",""
"TRAN2","","TRAN2","Trifolium andinum","","Trifolium","","andinum","","","","","","","","","","","Nutt.","","","","","USA (AZ, CO, NM, NV, UT, WY)","Perennial","Forb/herb","L48 (N)",""
"TRANA3","","TRANA3","Trifolium andinum var. andinum","","Trifolium","","andinum","","","","var.","","andinum","","","","","Nutt.","Nutt.","","","","USA (AZ, CO, NM, UT, WY)","Perennial","Forb/herb","L48 (N)",""
"TRAT","","TRAT","Trifolium attenuatum","","Trifolium","","attenuatum","","","","","","","","","","","Greene","","","","","USA (CO, NM)","Perennial","Forb/herb","L48 (N)",""
"TRBR2","","TRBR2","Trifolium brandegeei","","Trifolium","","brandegeei","","","","","","","","","","","S. Watson","","","","","USA (CO, NM)","Perennial","Forb/herb","L48 (N)",""
"TRDA2","","TRDA2","Trifolium dasyphyllum","","Trifolium","","dasyphyllum","","","","","","","","","","","Torr. & A. Gray","","","","","USA (AZ, CO, MT, NM, UT, WY)","Perennial","Forb/herb","L48 (N)",""
"TRDAD","","TRDAD","Trifolium dasyphyllum ssp. dasyphyllum","","Trifolium","","dasyphyllum","ssp.","","dasyphyllum","","","","","","","","Torr. & A. Gray","Torr. & A. Gray","","","","USA (CO, WY)","Perennial","Forb/herb","L48 (N)",""
"TRFR2","","TRFR2","Trifolium fragiferum","","Trifolium","","fragiferum","","","","","","","","","","","L.","","","","","USA (CA, CO, GA, IA, ID, IL, KS, MT, ND, NE, NJ, NM, NV, NY, OR, PA, UT, WA, WY), CAN (BC)","Perennial","Forb/herb","L48 (I), CAN (I)","Late Spring"
"TRGY","","TRGY","Trifolium gymnocarpon","","Trifolium","","gymnocarpon","","","","","","","","","","","Nutt.","","","","","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)","Perennial","Subshrub, Forb/herb","L48 (N)",""
"TRGYG","","TRGYG","Trifolium gymnocarpon ssp. gymnocarpon","","Trifolium","","gymnocarpon","ssp.","","gymnocarpon","","","","","","","","Nutt.","Nutt.","","","","USA (AZ, CO, ID, NM, NV, UT, WY)","Perennial","Subshrub, Forb/herb","L48 (N)",""
"TRGYP2","","TRGYP2","Trifolium gymnocarpon ssp. plummerae","","Trifolium","","gymnocarpon","ssp.","","plummerae","","","","","","","","Nutt.","(S. Watson) J.M. Gillett","","","","USA (AZ, CA, CO, ID, MT, NV, OR, UT, WY)","Perennial","Subshrub, Forb/herb","L48 (N)",""
"TRHY","","TRHY","Trifolium hybridum","","Trifolium","","hybridum","","","","","","","","","","","L.","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)","Annual, Perennial","Forb/herb","L48 (I), AK (I), HI (I), CAN (I), SPM (I)","Late Spring"
"TRKI","","TRKI","Trifolium kingii","","Trifolium","","kingii","","","","","","","","","","","S. Watson","","","","","USA (AZ, CO, NV, UT)","Perennial","Forb/herb","L48 (N)",""
"TRKIK","","TRKIK","Trifolium kingii ssp. kingii","","Trifolium","","kingii","ssp.","","kingii","","","","","","","","S. Watson","S. Watson","","","","USA (CO, UT)","Perennial","Forb/herb","L48 (N)",""
"TRLO","","TRLO","Trifolium longipes","","Trifolium","","longipes","","","","","","","","","","","Nutt.","","","","","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Perennial","Forb/herb","L48 (N)","Spring"
"TRLOP2","","TRLOP2","Trifolium longipes ssp. pygmaeum","","Trifolium","","longipes","ssp.","","pygmaeum","","","","","","","","Nutt.","(A. Gray) J.M. Gillett","","","","USA (AZ, CO, NM, UT)","Perennial","Forb/herb","L48 (N)",""
"TRLOR3","","TRLOR3","Trifolium longipes ssp. reflexum","","Trifolium","","longipes","ssp.","","reflexum","","","","","","","","Nutt.","(A. Nelson) J.M. Gillett","","","","USA (AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Perennial","Forb/herb","L48 (N)",""
"TRMU3","","TRMU3","Trifolium mucronatum","","Trifolium","","mucronatum","","","","","","","","","","","Willd. ex Spreng.","","","","","USA (AZ, CO, NM, TX, UT)","Perennial","Forb/herb","L48 (N)",""
"TRMUL","","TRMUL","Trifolium mucronatum ssp. lacerum","","Trifolium","","mucronatum","ssp.","","lacerum","","","","","","","","Willd. ex Spreng.","(Greene) J.M. Gillett","","","","USA (AZ, CO, NM, TX, UT)","Perennial","Forb/herb","L48 (N)",""
"TRNA2","","TRNA2","Trifolium nanum","","Trifolium","","nanum","","","","","","","","","","","Torr.","","","","","USA (CO, MT, NM, UT, WY)","Perennial","Subshrub, Forb/herb","L48 (N)",""
"TRPA5","","TRPA5","Trifolium parryi","","Trifolium","","parryi","","","","","","","","","","","A. Gray","","","","","USA (CO, ID, MT, NM, UT, WY)","Perennial","Subshrub, Forb/herb","L48 (N)",""
"TRPAP","","TRPAP","Trifolium parryi ssp. parryi","","Trifolium","","parryi","ssp.","","parryi","","","","","","","","A. Gray","A. Gray","","","","USA (CO, NM, WY)","Perennial","Subshrub, Forb/herb","L48 (N)",""
"TRPAS","","TRPAS","Trifolium parryi ssp. salictorum","","Trifolium","","parryi","ssp.","","salictorum","","","","","","","","A. Gray","(Greene ex Rydb.) J.M. Gillett","","","","USA (CO)","Perennial","Subshrub, Forb/herb","L48 (N)",""
"TRPR2","","TRPR2","Trifolium pratense","","Trifolium","","pratense","","","","","","","","","","","L.","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Biennial, Perennial","Forb/herb","L48 (I), AK (I), HI (I), PR (I), CAN (I), GL (I), SPM (I)","Late Spring"
